ORDERNUMBER,PRODUCTCODE,CUSTOMERNAME,ORDERDATE,STATUS,DEALSIZE,QUANTITYORDERED,PRICEEACH,SALES
10331,S32_2206,Motor Mint Distributors Inc.,17/11/2019,Shipped,Medium,28,146.52,4102.56
10343,S32_2206,Reims Collectables,24/11/2019,Shipped,Medium,29,128.04,3713.16
10355,S32_2206,Euro Shopping Channel,7/12/2019,Shipped,Small,38,39.83,1513.54
10364,S32_2206,Marseille Mini Autos,6/1/2020,Shipped,Small,48,48.28,2317.44
10378,S32_2206,Euro Shopping Channel,10/2/2020,Shipped,Medium,40,82.46,3298.4
10390,S32_2206,Mini Gifts Distributors Ltd.,4/3/2020,Shipped,Small,41,44.56,1826.96
10403,S32_2206,"UK Collectables, Ltd.",8/4/2020,Shipped,Small,30,40.23,1206.9
10104,S32_2509,Euro Shopping Channel,31/01/2018,Shipped,Small,35,47.62,1666.7
10114,S32_2509,"La Corne D'abondance, Co.",1/4/2018,Shipped,Small,28,55.73,1560.44
10127,S32_2509,Muscle Machine Inc,3/6/2018,Shipped,Small,45,51.95,2337.75
10141,S32_2509,Suominen Souveniers,1/8/2018,Shipped,Small,24,45.99,1103.76
10151,S32_2509,"Oulu Toy Supplies, Inc.",21/09/2018,Shipped,Small,41,63.85,2617.85
10165,S32_2509,"Dragon Souveniers, Ltd.",22/10/2018,Shipped,Small,48,45.99,2207.52
10175,S32_2509,"Stylish Desk Decors, Co.",6/11/2018,Shipped,Medium,50,63.31,3165.5
10184,S32_2509,"Iberia Gift Imports, Corp.",14/11/2018,Shipped,Small,33,62.77,2071.41
10195,S32_2509,Mini Classics,25/11/2018,Shipped,Small,32,43.29,1385.28
10207,S32_2509,Diecast Collectables,9/12/2018,Shipped,Small,27,60.06,1621.62
10219,S32_2509,Signal Collectibles Ltd.,10/2/2019,Shipped,Small,35,55.19,1931.65
10229,S32_2509,Mini Gifts Distributors Ltd.,11/3/2019,Shipped,Small,23,54.11,1244.53
10246,S32_2509,Euro Shopping Channel,5/5/2019,Shipped,Small,35,48.7,1704.5
10259,S32_2509,Handji Gifts& Co,15/06/2019,Shipped,Small,40,43.83,1753.2
10271,S32_2509,Mini Gifts Distributors Ltd.,20/07/2019,Shipped,Small,35,47.62,1666.7
10281,S32_2509,Diecast Classics Inc.,19/08/2019,Shipped,Small,31,55.19,1710.89
10292,S32_2509,Land of Toys Inc.,8/9/2019,Shipped,Small,50,46.53,2326.5
10305,S32_2509,Marta's Replicas Co.,13/10/2019,Shipped,Small,40,57.9,2316
10313,S32_2509,Canadian Gift Exchange Network,22/10/2019,Shipped,Small,38,45.45,1727.1
10325,S32_2509,Baane Mini Imports,5/11/2019,Shipped,Large,38,232.74,8844.12
10335,S32_2509,Mini Gifts Distributors Ltd.,19/11/2019,Shipped,Small,40,60.6,2424
10349,S32_2509,Muscle Machine Inc,1/12/2019,Shipped,Small,33,46.53,1535.49
10359,S32_2509,Reims Collectables,15/12/2019,Shipped,Medium,36,176.63,6358.68
10371,S32_2509,Mini Gifts Distributors Ltd.,23/01/2020,Shipped,Small,20,66.47,1329.4
10383,S32_2509,Euro Shopping Channel,22/02/2020,Shipped,Small,32,53.18,1701.76
10394,S32_2509,Euro Shopping Channel,15/03/2020,Shipped,Small,36,62.77,2259.72
10412,S32_2509,Euro Shopping Channel,3/5/2020,Shipped,Small,19,48.7,925.3
10425,S32_2509,La Rochelle Gifts,31/05/2020,In Process,Small,11,43.83,482.13
10104,S32_3207,Euro Shopping Channel,31/01/2018,Shipped,Medium,49,65.87,3227.63
10116,S32_3207,Royale Belge,11/4/2018,Shipped,Small,27,63.38,1711.26
10127,S32_3207,Muscle Machine Inc,3/6/2018,Shipped,Small,29,70.84,2054.36
10142,S32_3207,Mini Gifts Distributors Ltd.,8/8/2018,Shipped,Medium,42,74.57,3131.94
10152,S32_3207,"Australian Gift Network, Co",25/09/2018,Shipped,Small,33,50.95,1681.35
10165,S32_3207,"Dragon Souveniers, Ltd.",22/10/2018,Shipped,Small,44,53.44,2351.36
10176,S32_3207,L'ordine Souveniers,6/11/2018,Shipped,Small,22,64,1408
10184,S32_3207,"Iberia Gift Imports, Corp.",14/11/2018,Shipped,Small,48,50.95,2445.6
10195,S32_3207,Mini Classics,25/11/2018,Shipped,Small,33,54.68,1804.44
10207,S32_3207,Diecast Collectables,9/12/2018,Shipped,Small,45,56.55,2544.75
10220,S32_3207,"Clover Collections, Co.",12/2/2019,Shipped,Small,20,52.82,1056.4
10230,S32_3207,"Blauer See Auto, Co.",15/03/2019,Shipped,Small,46,60.9,2801.4
10247,S32_3207,Suominen Souveniers,5/5/2019,Shipped,Small,40,49.71,1988.4
10272,S32_3207,Diecast Classics Inc.,20/07/2019,Shipped,Small,45,64.63,2908.35
10282,S32_3207,Mini Gifts Distributors Ltd.,20/08/2019,Shipped,Small,36,59.65,2147.4
10292,S32_3207,Land of Toys Inc.,8/9/2019,Shipped,Small,31,67.73,2099.63
10306,S32_3207,"AV Stores, Co.",14/10/2019,Shipped,Small,46,50.33,2315.18
10314,S32_3207,Heintze Collectables,22/10/2019,Shipped,Small,35,66.49,2327.15
10325,S32_3207,Baane Mini Imports,5/11/2019,Shipped,Medium,28,192.05,5377.4
10336,S32_3207,"La Corne D'abondance, Co.",20/11/2019,Shipped,Small,31,84.71,2626.01
10350,S32_3207,Euro Shopping Channel,2/12/2019,Shipped,Medium,27,163.2,4406.4
10359,S32_3207,Reims Collectables,15/12/2019,Shipped,Medium,22,195.51,4301.22
10371,S32_3207,Mini Gifts Distributors Ltd.,23/01/2020,Shipped,Small,30,99.55,2986.5
10383,S32_3207,Euro Shopping Channel,22/02/2020,Shipped,Small,44,36.07,1587.08
10394,S32_3207,Euro Shopping Channel,15/03/2020,Shipped,Small,30,60.28,1808.4
10413,S32_3207,Gift Depot Inc.,5/5/2020,Shipped,Small,24,49.71,1193.04
10103,S32_3522,Baane Mini Imports,29/01/2018,Shipped,Medium,45,75.63,3403.35
10113,S32_3522,Mini Gifts Distributors Ltd.,26/03/2018,Shipped,Small,23,68.52,1575.96
10126,S32_3522,"Corrida Auto Replicas, Ltd",28/05/2018,Shipped,Small,26,62.7,1630.2
10140,S32_3522,Technics Stores Inc.,24/07/2018,Shipped,Small,28,60.76,1701.28
10150,S32_3522,"Dragon Souveniers, Ltd.",19/09/2018,Shipped,Small,49,58.18,2850.82
10164,S32_3522,Mini Auto Werke,21/10/2018,Resolved,Small,49,54.94,2692.06
10175,S32_3522,"Stylish Desk Decors, Co.",6/11/2018,Shipped,Small,29,74.98,2174.42
10183,S32_3522,"Classic Gift Ideas, Inc",13/11/2018,Shipped,Medium,49,64.64,3167.36
10194,S32_3522,"Saveley & Henriot, Co.",25/11/2018,Shipped,Small,39,54.94,2142.66
10206,S32_3522,Canadian Gift Exchange Network,5/12/2018,Shipped,Small,36,58.82,2117.52
10217,S32_3522,Handji Gifts& Co,4/2/2019,Shipped,Small,39,62.05,2419.95
10229,S32_3522,Mini Gifts Distributors Ltd.,11/3/2019,Shipped,Small,30,73.04,2191.2
10245,S32_3522,Super Scale Inc.,4/5/2019,Shipped,Medium,44,69.16,3043.04
10258,S32_3522,"Tokyo Collectables, Ltd",15/06/2019,Shipped,Small,20,61.41,1228.2
10270,S32_3522,Souveniers And Things Co.,19/07/2019,Shipped,Small,21,63.35,1330.35
10281,S32_3522,Diecast Classics Inc.,19/08/2019,Shipped,Small,36,77.57,2792.52
10291,S32_3522,Scandinavian Gift Ideas,8/9/2019,Shipped,Small,32,71.75,2296
10304,S32_3522,Auto Assoc. & Cie.,11/10/2019,Shipped,Small,36,73.04,2629.44
10313,S32_3522,Canadian Gift Exchange Network,22/10/2019,Shipped,Small,34,56.24,1912.16
10324,S32_3522,Vitachrome Inc.,5/11/2019,Shipped,Large,48,171.03,8209.44
10348,S32_3522,"Corrida Auto Replicas, Ltd",1/11/2019,Shipped,Medium,31,101.29,3139.99
10358,S32_3522,Euro Shopping Channel,10/12/2019,Shipped,Medium,36,157.49,5669.64
10370,S32_3522,"Anna's Decorations, Ltd",20/01/2020,Shipped,Medium,25,126.41,3160.25
10382,S32_3522,Mini Gifts Distributors Ltd.,17/02/2020,Shipped,Medium,48,141.66,6799.68
10411,S32_3522,Quebec Home Shopping Network,1/5/2020,Shipped,Small,27,69.16,1867.32
10424,S32_3522,Euro Shopping Channel,31/05/2020,In Process,Small,44,61.41,2702.04
10106,S32_4289,Rovelli Gifts,17/02/2018,Shipped,Small,33,72.92,2406.36
10120,S32_4289,"Australian Collectors, Co.",29/04/2018,Shipped,Small,29,72.23,2094.67
10133,S32_4289,Euro Shopping Channel,27/06/2018,Shipped,Small,49,57.1,2797.9
10144,S32_4289,Royale Belge,13/08/2018,Shipped,Small,20,81.86,1637.2
10168,S32_4289,Technics Stores Inc.,28/10/2018,Shipped,Small,31,73.61,2281.91
10210,S32_4289,Osaka Souveniers Co.,12/1/2019,Shipped,Small,39,59.16,2307.24
10223,S32_4289,"Australian Collectors, Co.",20/02/2019,Shipped,Small,20,66.04,1320.8
10235,S32_4289,"Royal Canadian Collectables, Ltd.",2/4/2019,Shipped,Small,34,77.73,2642.82
10250,S32_4289,The Sharp Gifts Warehouse,11/5/2019,Shipped,Medium,50,61.22,3061
10262,S32_4289,Euro Shopping Channel,24/06/2019,Cancelled,Medium,40,79.11,3164.4
10275,S32_4289,La Rochelle Gifts,23/07/2019,Shipped,Small,28,63.97,1791.16
10284,S32_4289,"Norway Gifts By Mail, Co.",21/08/2019,Shipped,Medium,50,81.86,4093
10297,S32_4289,"Clover Collections, Co.",16/09/2019,Shipped,Small,28,79.8,2234.4
10308,S32_4289,Mini Classics,15/10/2019,Shipped,Medium,46,66.04,3037.84
10316,S32_4289,giftsbymail.co.uk,1/11/2019,Shipped,Small,24,59.16,1419.84
10328,S32_4289,Rovelli Gifts,12/11/2019,Shipped,Small,24,81.17,1948.08
10340,S32_4289,Enaco Distributors,24/11/2019,Shipped,Small,39,59.16,2307.24
10353,S32_4289,Gift Ideas Corp.,4/12/2019,Shipped,Small,40,44.51,1780.4
10361,S32_4289,Souveniers And Things Co.,17/12/2019,Shipped,Medium,49,72.33,3544.17
10375,S32_4289,La Rochelle Gifts,3/2/2020,Shipped,Medium,44,82.26,3619.44
10388,S32_4289,FunGiftIdeas.com,3/3/2020,Shipped,Medium,35,111.97,3918.95
10398,S32_4289,Reims Collectables,30/03/2020,Shipped,Small,22,67.41,1483.02
10401,S32_4289,Tekni Collectables Inc.,3/4/2020,On Hold,Medium,62,77.73,4819.26
10416,S32_4289,L'ordine Souveniers,10/5/2020,Shipped,Small,26,61.22,1591.72
10108,S32_4485,Cruz & Sons Co.,3/3/2018,Shipped,Medium,31,118.38,3669.78
10121,S32_4485,Reims Collectables,7/5/2018,Shipped,Small,25,86.74,2168.5
10135,S32_4485,Mini Gifts Distributors Ltd.,2/7/2018,Shipped,Small,30,89.8,2694
10145,S32_4485,Toys4GrownUps.com,25/08/2018,Shipped,Medium,27,120.42,3251.34
10169,S32_4485,"Anna's Decorations, Ltd",4/11/2018,Shipped,Medium,34,115.32,3920.88
10180,S32_4485,Daedalus Designs Imports,11/11/2018,Shipped,Small,22,114.3,2514.6
10190,S32_4485,Euro Shopping Channel,19/11/2018,Shipped,Medium,42,85.72,3600.24
10211,S32_4485,Auto Canal Petit,15/01/2019,Shipped,Medium,37,109.19,4040.03
10224,S32_4485,Daedalus Designs Imports,21/02/2019,Shipped,Medium,30,111.23,3336.9
10237,S32_4485,Vitachrome Inc.,5/4/2019,Shipped,Medium,27,115.32,3113.64
10252,S32_4485,Auto Canal Petit,26/05/2019,Shipped,Small,25,113.28,2832
10264,S32_4485,Gifts4AllAges.com,30/06/2019,Shipped,Medium,34,97.97,3330.98
10276,S32_4485,Online Mini Collectables,2/8/2019,Shipped,Medium,38,113.28,4304.64
10285,S32_4485,Marta's Replicas Co.,27/08/2019,Shipped,Small,26,100.01,2600.26
10299,S32_4485,"Toys of Finland, Co.",30/09/2019,Shipped,Medium,38,115.32,4382.16
10309,S32_4485,Baane Mini Imports,15/10/2019,Shipped,Medium,50,84.7,4235
10319,S32_4485,Microscale Inc.,3/11/2019,Shipped,Small,22,119.4,2626.8
10331,S32_4485,Motor Mint Distributors Inc.,17/11/2019,Shipped,Medium,32,157.08,5026.56
10341,S32_4485,Salzburg Collectables,24/11/2019,Shipped,Small,31,71.02,2201.62
10355,S32_4485,Euro Shopping Channel,7/12/2019,Shipped,Medium,40,108.17,4326.8
10365,S32_4485,Mini Creations Ltd.,7/1/2020,Shipped,Medium,22,155.69,3425.18
10375,S32_4485,La Rochelle Gifts,3/2/2020,Shipped,Medium,41,114.68,4701.88
10390,S32_4485,Mini Gifts Distributors Ltd.,4/3/2020,Shipped,Small,45,48.98,2204.1
10403,S32_4485,"UK Collectables, Ltd.",8/4/2020,Shipped,Medium,45,115.32,5189.4
10106,S50_1341,Rovelli Gifts,17/02/2018,Shipped,Small,39,40.15,1565.85
10120,S50_1341,"Australian Collectors, Co.",29/04/2018,Shipped,Small,49,50.62,2480.38
10133,S50_1341,Euro Shopping Channel,27/06/2018,Shipped,Small,27,50.19,1355.13
10143,S50_1341,Mini Creations Ltd.,10/8/2018,Shipped,Small,34,36.66,1246.44
10156,S50_1341,Euro Shopping Channel,8/10/2018,Shipped,Small,20,41.02,820.4
10168,S50_1341,Technics Stores Inc.,28/10/2018,Shipped,Small,48,51.93,2492.64
10199,S50_1341,West Coast Collectables Co.,1/12/2018,Shipped,Small,29,38.4,1113.6
10210,S50_1341,Osaka Souveniers Co.,12/1/2019,Shipped,Small,43,41.02,1763.86
10223,S50_1341,"Australian Collectors, Co.",20/02/2019,Shipped,Small,41,46.26,1896.66
10235,S50_1341,"Royal Canadian Collectables, Ltd.",2/4/2019,Shipped,Small,41,35.35,1449.35
10250,S50_1341,The Sharp Gifts Warehouse,11/5/2019,Shipped,Small,36,51.93,1869.48
10262,S50_1341,Euro Shopping Channel,24/06/2019,Cancelled,Small,49,37.97,1860.53
10275,S50_1341,La Rochelle Gifts,23/07/2019,Shipped,Small,38,45.39,1724.82
10284,S50_1341,"Norway Gifts By Mail, Co.",21/08/2019,Shipped,Small,33,51.93,1713.69
10296,S50_1341,"Bavarian Collectables Imports, Co.",15/09/2019,Shipped,Small,26,48.44,1259.44
10308,S50_1341,Mini Classics,15/10/2019,Shipped,Small,47,43.64,2051.08
10316,S50_1341,giftsbymail.co.uk,1/11/2019,Shipped,Small,34,47.57,1617.38
10328,S50_1341,Rovelli Gifts,12/11/2019,Shipped,Small,34,51.93,1765.62
10340,S50_1341,Enaco Distributors,24/11/2019,Shipped,Small,40,50.62,2024.8
10353,S50_1341,Gift Ideas Corp.,4/12/2019,Shipped,Medium,40,82.21,3288.4
10361,S50_1341,Souveniers And Things Co.,17/12/2019,Shipped,Small,33,82.59,2725.47
10375,S50_1341,La Rochelle Gifts,3/2/2020,Shipped,Medium,49,65.8,3224.2
10388,S50_1341,FunGiftIdeas.com,3/3/2020,Shipped,Medium,27,118.94,3211.38
10398,S50_1341,Reims Collectables,30/03/2020,Shipped,Small,49,36.66,1796.34
10401,S50_1341,Tekni Collectables Inc.,3/4/2020,On Hold,Small,56,35.35,1979.6
10416,S50_1341,L'ordine Souveniers,10/5/2020,Shipped,Small,37,51.93,1921.41
10104,S50_1392,Euro Shopping Channel,31/01/2018,Shipped,Medium,33,112.28,3705.24
10115,S50_1392,Classic Legends Inc.,4/4/2018,Shipped,Small,27,105.33,2843.91
10127,S50_1392,Muscle Machine Inc,3/6/2018,Shipped,Medium,46,134.27,6176.42
10141,S50_1392,Suominen Souveniers,1/8/2018,Shipped,Medium,44,125.01,5500.44
10151,S50_1392,"Oulu Toy Supplies, Inc.",21/09/2018,Shipped,Medium,26,123.85,3220.1
10165,S50_1392,"Dragon Souveniers, Ltd.",22/10/2018,Shipped,Medium,48,94.92,4556.16
10176,S50_1392,L'ordine Souveniers,6/11/2018,Shipped,Medium,23,135.43,3114.89
10184,S50_1392,"Iberia Gift Imports, Corp.",14/11/2018,Shipped,Medium,45,109.96,4948.2
10195,S50_1392,Mini Classics,25/11/2018,Shipped,Medium,49,105.33,5161.17
10207,S50_1392,Diecast Collectables,9/12/2018,Shipped,Small,28,94.92,2657.76
10220,S50_1392,"Clover Collections, Co.",12/2/2019,Shipped,Medium,37,107.65,3983.05
10230,S50_1392,"Blauer See Auto, Co.",15/03/2019,Shipped,Medium,34,116.91,3974.94
10246,S50_1392,Euro Shopping Channel,5/5/2019,Shipped,Small,22,133.11,2928.42
10259,S50_1392,Handji Gifts& Co,15/06/2019,Shipped,Medium,29,105.33,3054.57
10271,S50_1392,Mini Gifts Distributors Ltd.,20/07/2019,Shipped,Medium,34,98.39,3345.26
10282,S50_1392,Mini Gifts Distributors Ltd.,20/08/2019,Shipped,Medium,38,113.44,4310.72
10292,S50_1392,Land of Toys Inc.,8/9/2019,Shipped,Medium,41,121.54,4983.14
10305,S50_1392,Marta's Replicas Co.,13/10/2019,Shipped,Medium,42,109.96,4618.32
10314,S50_1392,Heintze Collectables,22/10/2019,Shipped,Medium,28,121.54,3403.12
10325,S50_1392,Baane Mini Imports,5/11/2019,Shipped,Medium,38,136.59,5190.42
10336,S50_1392,"La Corne D'abondance, Co.",20/11/2019,Shipped,Medium,23,136.59,3141.57
10350,S50_1392,Euro Shopping Channel,2/12/2019,Shipped,Small,31,71.4,2213.4
10359,S50_1392,Reims Collectables,15/12/2019,Shipped,Medium,46,106.45,4896.7
10371,S50_1392,Mini Gifts Distributors Ltd.,23/01/2020,Shipped,Small,48,56.55,2714.4
10383,S50_1392,Euro Shopping Channel,22/02/2020,Shipped,Medium,29,106.45,3087.05
10395,S50_1392,Lyon Souveniers,17/03/2020,Shipped,Medium,46,123.76,5692.96
10412,S50_1392,Euro Shopping Channel,3/5/2020,Shipped,Medium,26,133.11,3460.86
10425,S50_1392,La Rochelle Gifts,31/05/2020,In Process,Small,18,105.33,1895.94
10104,S50_1514,Euro Shopping Channel,31/01/2018,Shipped,Small,32,53.31,1705.92
10117,S50_1514,"Dragon Souveniers, Ltd.",16/04/2018,Shipped,Small,21,49.21,1033.41
10127,S50_1514,Muscle Machine Inc,3/6/2018,Shipped,Medium,46,69.12,3179.52
10142,S50_1514,Mini Gifts Distributors Ltd.,8/8/2018,Shipped,Small,42,49.79,2091.18
10153,S50_1514,Euro Shopping Channel,28/09/2018,Shipped,Small,31,57.41,1779.71
10165,S50_1514,"Dragon Souveniers, Ltd.",22/10/2018,Shipped,Small,38,66.78,2537.64
10176,S50_1514,L'ordine Souveniers,6/11/2018,Shipped,Small,38,64.44,2448.72
10185,S50_1514,Mini Creations Ltd.,14/11/2018,Shipped,Small,20,48.62,972.4
10196,S50_1514,Super Scale Inc.,26/11/2018,Shipped,Small,46,62.09,2856.14
10208,S50_1514,"Saveley & Henriot, Co.",2/1/2019,Shipped,Small,30,65.61,1968.3
10220,S50_1514,"Clover Collections, Co.",12/2/2019,Shipped,Small,30,68.54,2056.2
10230,S50_1514,"Blauer See Auto, Co.",15/03/2019,Shipped,Small,43,52.14,2242.02
10247,S50_1514,Suominen Souveniers,5/5/2019,Shipped,Medium,49,63.85,3128.65
10272,S50_1514,Diecast Classics Inc.,20/07/2019,Shipped,Small,43,56.82,2443.26
10282,S50_1514,Mini Gifts Distributors Ltd.,20/08/2019,Shipped,Small,37,66.78,2470.86
10292,S50_1514,Land of Toys Inc.,8/9/2019,Shipped,Small,35,55.07,1927.45
10306,S50_1514,"AV Stores, Co.",14/10/2019,Shipped,Small,34,60.34,2051.56
10314,S50_1514,Heintze Collectables,22/10/2019,Shipped,Small,38,61.51,2337.38
10325,S50_1514,Baane Mini Imports,5/11/2019,Shipped,Medium,44,134.84,5932.96
10337,S50_1514,Classic Legends Inc.,21/11/2019,Shipped,Small,21,109.37,2296.77
10350,S50_1514,Euro Shopping Channel,2/12/2019,Shipped,Medium,44,147.52,6490.88
10359,S50_1514,Reims Collectables,15/12/2019,Shipped,Small,25,64.93,1623.25
10372,S50_1514,"Tokyo Collectables, Ltd",26/01/2020,Shipped,Small,24,58.58,1405.92
10383,S50_1514,Euro Shopping Channel,22/02/2020,Shipped,Small,38,60.06,2282.28
10395,S50_1514,Lyon Souveniers,17/03/2020,Shipped,Large,45,199.49,8977.05
10413,S50_1514,Gift Depot Inc.,5/5/2020,Shipped,Medium,51,63.85,3256.35
10108,S50_4713,Cruz & Sons Co.,3/3/2018,Shipped,Small,34,82.99,2821.66
10121,S50_4713,Reims Collectables,7/5/2018,Shipped,Medium,44,74.85,3293.4
10135,S50_4713,Mini Gifts Distributors Ltd.,2/7/2018,Shipped,Medium,44,96,4224
10145,S50_4713,Toys4GrownUps.com,25/08/2018,Shipped,Medium,38,81.36,3091.68
10169,S50_4713,"Anna's Decorations, Ltd",4/11/2018,Shipped,Medium,48,80.55,3866.4
10180,S50_4713,Daedalus Designs Imports,11/11/2018,Shipped,Small,21,93.56,1964.76
10190,S50_4713,Euro Shopping Channel,19/11/2018,Shipped,Small,40,66.72,2668.8
10211,S50_4713,Auto Canal Petit,15/01/2019,Shipped,Medium,40,80.55,3222
10224,S50_4713,Daedalus Designs Imports,21/02/2019,Shipped,Medium,50,77.29,3864.5
10237,S50_4713,Vitachrome Inc.,5/4/2019,Shipped,Small,20,68.34,1366.8
10252,S50_4713,Auto Canal Petit,26/05/2019,Shipped,Medium,48,72.41,3475.68
10264,S50_4713,Gifts4AllAges.com,30/06/2019,Shipped,Medium,47,89.5,4206.5
10276,S50_4713,Online Mini Collectables,2/8/2019,Shipped,Small,21,70.78,1486.38
10285,S50_4713,Marta's Replicas Co.,27/08/2019,Shipped,Medium,39,78.92,3077.88
10299,S50_4713,"Toys of Finland, Co.",30/09/2019,Shipped,Medium,44,80.55,3544.2
10309,S50_4713,Baane Mini Imports,15/10/2019,Shipped,Small,28,88.68,2483.04
10319,S50_4713,Microscale Inc.,3/11/2019,Shipped,Medium,45,77.29,3478.05
10331,S50_4713,Motor Mint Distributors Inc.,17/11/2019,Shipped,Medium,20,182.89,3657.8
10341,S50_4713,Salzburg Collectables,24/11/2019,Shipped,Medium,38,123.22,4682.36
10356,S50_4713,Lyon Souveniers,9/12/2019,Shipped,Medium,26,151.45,3937.7
10365,S50_4713,Mini Creations Ltd.,7/1/2020,Shipped,Medium,44,113.28,4984.32
10375,S50_4713,La Rochelle Gifts,3/2/2020,Shipped,Medium,49,110.34,5406.66
10390,S50_4713,Mini Gifts Distributors Ltd.,4/3/2020,Shipped,Medium,22,158.69,3491.18
10403,S50_4713,"UK Collectables, Ltd.",8/4/2020,Shipped,Small,31,68.34,2118.54
10105,S700_1138,Danish Wholesale Imports,11/2/2018,Shipped,Small,41,70.67,2897.47
10119,S700_1138,Salzburg Collectables,28/04/2018,Shipped,Small,25,76.67,1916.75
10129,S700_1138,"Stylish Desk Decors, Co.",12/6/2018,Shipped,Small,31,60,1860
10142,S700_1138,Mini Gifts Distributors Ltd.,8/8/2018,Shipped,Small,41,64,2624
10153,S700_1138,Euro Shopping Channel,28/09/2018,Shipped,Small,43,64.67,2780.81
10167,S700_1138,Scandinavian Gift Ideas,23/10/2018,Cancelled,Medium,43,75.34,3239.62
10177,S700_1138,CAF Imports,7/11/2018,Shipped,Small,24,76,1824
10185,S700_1138,Mini Creations Ltd.,14/11/2018,Shipped,Small,21,54,1134
10197,S700_1138,Enaco Distributors,26/11/2018,Shipped,Small,23,64.67,1487.41
10208,S700_1138,"Saveley & Henriot, Co.",2/1/2019,Shipped,Small,38,74.67,2837.46
10222,S700_1138,Collectable Mini Designs Co.,19/02/2019,Shipped,Small,31,62.67,1942.77
10233,S700_1138,Tekni Collectables Inc.,29/03/2019,Shipped,Small,36,70.67,2544.12
10248,S700_1138,Land of Toys Inc.,7/5/2019,Cancelled,Small,36,71.34,2568.24
10261,S700_1138,Quebec Home Shopping Network,17/06/2019,Shipped,Small,34,62,2108
10273,S700_1138,Petit Auto,21/07/2019,Shipped,Small,21,65.34,1372.14
10283,S700_1138,"Royal Canadian Collectables, Ltd.",20/08/2019,Shipped,Medium,45,78.67,3540.15
10295,S700_1138,Gifts4AllAges.com,10/9/2019,Shipped,Small,26,75.34,1958.84
10306,S700_1138,"AV Stores, Co.",14/10/2019,Shipped,Small,50,54,2700
10315,S700_1138,La Rochelle Gifts,29/10/2019,Shipped,Small,41,62,2542
10326,S700_1138,"Volvo Model Replicas, Co",9/11/2019,Shipped,Small,39,60,2340
10339,S700_1138,"Tokyo Collectables, Ltd",23/11/2019,Shipped,Small,22,128.02,2816.44
10350,S700_1138,Euro Shopping Channel,2/12/2019,Shipped,Medium,46,76.67,3526.82
10373,S700_1138,"Oulu Toy Supplies, Inc.",31/01/2020,Shipped,Medium,44,105.18,4627.92
10385,S700_1138,Mini Gifts Distributors Ltd.,28/02/2020,Shipped,Small,25,77.34,1933.5
10396,S700_1138,Mini Gifts Distributors Ltd.,23/03/2020,Shipped,Small,39,66.67,2600.13
10414,S700_1138,Gifts4AllAges.com,6/5/2020,On Hold,Small,37,71.34,2639.58
10106,S700_1691,Rovelli Gifts,17/02/2018,Shipped,Medium,31,106.87,3312.97
10120,S700_1691,"Australian Collectors, Co.",29/04/2018,Shipped,Medium,47,82.21,3863.87
10133,S700_1691,Euro Shopping Channel,27/06/2018,Shipped,Small,24,77.64,1863.36
10143,S700_1691,Mini Creations Ltd.,10/8/2018,Shipped,Medium,36,109.61,3945.96
10156,S700_1691,Euro Shopping Channel,8/10/2018,Shipped,Medium,48,103.21,4954.08
10168,S700_1691,Technics Stores Inc.,28/10/2018,Shipped,Small,28,98.65,2762.2
10199,S700_1691,West Coast Collectables Co.,1/12/2018,Shipped,Medium,48,83.12,3989.76
10210,S700_1691,Osaka Souveniers Co.,12/1/2019,Shipped,Small,21,78.55,1649.55
10223,S700_1691,"Australian Collectors, Co.",20/02/2019,Shipped,Small,25,101.39,2534.75
10235,S700_1691,"Royal Canadian Collectables, Ltd.",2/4/2019,Shipped,Small,25,103.21,2580.25
10250,S700_1691,The Sharp Gifts Warehouse,11/5/2019,Shipped,Small,31,91.34,2831.54
10262,S700_1691,Euro Shopping Channel,24/06/2019,Cancelled,Medium,40,84.03,3361.2
10275,S700_1691,La Rochelle Gifts,23/07/2019,Shipped,Small,32,89.51,2864.32
10284,S700_1691,"Norway Gifts By Mail, Co.",21/08/2019,Shipped,Small,24,83.12,1994.88
10296,S700_1691,"Bavarian Collectables Imports, Co.",15/09/2019,Shipped,Medium,42,102.3,4296.6
10308,S700_1691,Mini Classics,15/10/2019,Shipped,Small,21,105.95,2224.95
10316,S700_1691,giftsbymail.co.uk,1/11/2019,Shipped,Small,34,82.21,2795.14
10328,S700_1691,Rovelli Gifts,12/11/2019,Shipped,Small,27,102.3,2762.1
10340,S700_1691,Enaco Distributors,24/11/2019,Shipped,Small,30,88.6,2658
10353,S700_1691,Gift Ideas Corp.,4/12/2019,Shipped,Medium,39,129.33,5043.87
10361,S700_1691,Souveniers And Things Co.,17/12/2019,Shipped,Small,20,60.54,1210.8
10375,S700_1691,La Rochelle Gifts,3/2/2020,Shipped,Medium,37,81.87,3029.19
10388,S700_1691,FunGiftIdeas.com,3/3/2020,Shipped,Large,46,218.84,10066.6
10398,S700_1691,Reims Collectables,30/03/2020,Shipped,Medium,47,87.69,4121.43
10401,S700_1691,Tekni Collectables Inc.,3/4/2020,On Hold,Small,11,103.21,1135.31
10416,S700_1691,L'ordine Souveniers,10/5/2020,Shipped,Small,23,91.34,2100.82
10105,S700_1938,Danish Wholesale Imports,11/2/2018,Shipped,Small,29,70.15,2034.35
10117,S700_1938,"Dragon Souveniers, Ltd.",16/04/2018,Shipped,Medium,38,79.68,3027.84
